id,reviewer_id,sample_id,smell,severity,review_timestamp,type,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project
526,6,5771277,feature envy,none,34:53.0,function,org.apache.syncope.client.ui.commons.ConnIdSpecialName.ConnIdSpecialName,git@github.com:apache/syncope.git,114c412afbfba24ffb4fbc804e5308a823a16a78,/client/idrepo/ui/src/main/java/org/apache/syncope/client/ui/commons/ConnIdSpecialName.java,35,37,https://github.com/apache/syncope/blob/114c412afbfba24ffb4fbc804e5308a823a16a78/client/idrepo/ui/src/main/java/org/apache/syncope/client/ui/commons/ConnIdSpecialName.java/#L35-L37,1.0
530,6,5788107,feature envy,none,37:49.6,function,org.apache.tika.parser.ocr.TesseractOCRConfig#getImageMagickPath,git@github.com:apache/tika.git,4131c6e30f2e0eb1feb85e0f7576531d4e830468,/tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java,531,534,https://github.com/apache/tika/blob/4131c6e30f2e0eb1feb85e0f7576531d4e830468/tika-parsers/src/main/java/org/apache/tika/parser/ocr/TesseractOCRConfig.java/#L531-L534,1.0
533,6,5788583,feature envy,none,38:15.6,function,org.apache.tez.runtime.library.common.shuffle.orderedgrouped.ShuffleHeader#writeLength,git@github.com:apache/tez.git,d5675c332497c1ac1dedefdf91e87476b5c0d7a9,/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/orderedgrouped/ShuffleHeader.java,88,99,https://github.com/apache/tez/blob/d5675c332497c1ac1dedefdf91e87476b5c0d7a9/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/shuffle/orderedgrouped/ShuffleHeader.java/#L88-L99,1.0
541,6,5798354,feature envy,none,39:35.8,function,org.apache.tapestry5.internal.plastic.asm.util.Printer#visitMethodTypeAnnotation int|TypePath|String|boolean,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/util/Printer.java,736,739,https://github.com/apache/tapestry-5/blob/542950fc0266e8f9be1aacb5d6ba92146ae20f1b/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/util/Printer.java/#L736-L739,1.0
542,6,5798489,feature envy,none,40:27.3,function,org.apache.tapestry5.dom.Html5MarkupModel.Html5MarkupModel boolean,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/tapestry-core/src/main/java/org/apache/tapestry5/dom/Html5MarkupModel.java,36,39,https://github.com/apache/tapestry-5/blob/542950fc0266e8f9be1aacb5d6ba92146ae20f1b/tapestry-core/src/main/java/org/apache/tapestry5/dom/Html5MarkupModel.java/#L36-L39,1.0
545,6,5800930,feature envy,none,41:01.8,function,org.apache.tapestry5.internal.plastic.asm.tree.analysis.SourceValue#getSize,git@github.com:apache/tapestry-5.git,542950fc0266e8f9be1aacb5d6ba92146ae20f1b,/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/tree/analysis/SourceValue.java,101,104,https://github.com/apache/tapestry-5/blob/542950fc0266e8f9be1aacb5d6ba92146ae20f1b/plastic/src/external/java/org/apache/tapestry5/internal/plastic/asm/tree/analysis/SourceValue.java/#L101-L104,1.0
548,6,5809960,feature envy,none,41:47.5,function,org.apache.tinkerpop.gremlin.process.traversal.dsl.graph.GraphTraversalSource#withSideEffect String|Supplier<A>|BinaryOperator<A>,git@github.com:apache/tinkerpop.git,7d9df0f0acf08f9e675ca7b337fc5e0243c09b53,/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/dsl/graph/GraphTraversalSource.java,189,192,https://github.com/apache/tinkerpop/blob/7d9df0f0acf08f9e675ca7b337fc5e0243c09b53/gremlin-core/src/main/java/org/apache/tinkerpop/gremlin/process/traversal/dsl/graph/GraphTraversalSource.java/#L189-L192,1.0
553,6,5828765,feature envy,none,43:01.3,function,org.apache.unomi.persistence.elasticsearch.ElasticSearchPersistenceServiceImpl#getPropertyMapping String|String,git@github.com:apache/unomi.git,1745c5221401a05e66ebf80fbe9cce2790442b3a,/persistence-elasticsearch/core/src/main/java/org/apache/unomi/persistence/elasticsearch/ElasticSearchPersistenceServiceImpl.java,1158,1167,https://github.com/apache/unomi/blob/1745c5221401a05e66ebf80fbe9cce2790442b3a/persistence-elasticsearch/core/src/main/java/org/apache/unomi/persistence/elasticsearch/ElasticSearchPersistenceServiceImpl.java/#L1158-L1167,1.0
563,7,5841731,feature envy,none,45:14.9,function,org.apache.catalina.startup.VersionLoggerListener#setLogArgs boolean,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/catalina/startup/VersionLoggerListener.java,55,57,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/catalina/startup/VersionLoggerListener.java/#L55-L57,1.0
564,6,5840527,feature envy,none,45:41.3,function,org.apache.el.parser.ELParser#DynamicExpression,git@github.com:apache/tomcat.git,a9c1a0661198d9ba37c1facd8385fe05d538c4ad,/java/org/apache/el/parser/ELParser.java,140,168,https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/el/parser/ELParser.java/#L140-L168,1.0
